Transitivity,Lemma,Count,Ratio
intransitive,āmadan|ō mayān āmadan,1,0.0002906131938390003
intransitive,gōnwašt,1,0.0002906131938390003
intransitive,aboxšistan,1,0.0002906131938390003
intransitive,paymōzīhistan,2,0.0005812263876780006
intransitive,ayābīhistan,2,0.0005812263876780006
intransitive,uskārdan,2,0.0005812263876780006
intransitive,gugāyīhistan,2,0.0005812263876780006
intransitive,andar āmadan|āmadan,2,0.0005812263876780006
intransitive,aboxšīhīdan,1,0.0002906131938390003
intransitive,taftan,1,0.0002906131938390003
intransitive,xwistan1,1,0.0002906131938390003
intransitive,pahikārdan,1,0.0002906131938390003
intransitive,garzīdan,2,0.0005812263876780006
intransitive,ō aškamb ōbastan|ōbastan,1,0.0002906131938390003
intransitive,wizīrēnīdan,1,0.0002906131938390003
intransitive,rōšnīhīdan,1,0.0002906131938390003
intransitive,pardaxtan,1,0.0002906131938390003
intransitive,āstardan,1,0.0002906131938390003
intransitive,bē uzīdan|uzīdan,1,0.0002906131938390003
intransitive,raftan,5,0.0014530659691950015
intransitive,madan,73,0.02121476315024702
intransitive,wistaftan,2,0.0005812263876780006
intransitive,winnārdan,3,0.0008718395815170009
intransitive,ǰumbīdan,1,0.0002906131938390003
intransitive,tazīdan,5,0.0014530659691950015
intransitive,pattāzīhistan,1,0.0002906131938390003
intransitive,baxšīhistan,9,0.0026155187445510027
intransitive,wišāyīhistan,4,0.0011624527753560012
intransitive,wištan,1,0.0002906131938390003
intransitive,hamēnīhistan,2,0.0005812263876780006
intransitive,wardīhistan,2,0.0005812263876780006
intransitive,frōgīhistan,2,0.0005812263876780006
intransitive,xwānīhistan,4,0.0011624527753560012
intransitive,šnāsīhistan,2,0.0005812263876780006
intransitive,awištābīhistan,2,0.0005812263876780006
intransitive,čīnīhistan,1,0.0002906131938390003
intransitive,abgandīhistan,2,0.0005812263876780006
intransitive,dawīdan,2,0.0005812263876780006
intransitive,ayāftan,2,0.0005812263876780006
intransitive,čērīhistan,1,0.0002906131938390003
intransitive,āšuftan,2,0.0005812263876780006
intransitive,sōxt,1,0.0002906131938390003
intransitive,mālīhistan,1,0.0002906131938390003
intransitive,nimāyīhistan,5,0.0014530659691950015
intransitive,passāzīhistan,3,0.0008718395815170009
intransitive,widāzīhistan,1,0.0002906131938390003
intransitive,wēšīdan,1,0.0002906131938390003
intransitive,ǰahistan,1,0.0002906131938390003
intransitive,wisist,1,0.0002906131938390003
intransitive,ārustan,1,0.0002906131938390003
intransitive,būd,1,0.0002906131938390003
intransitive,wizīnīhistan,1,0.0002906131938390003
intransitive,ōzanīhistan,1,0.0002906131938390003
intransitive,zāyīdan,2,0.0005812263876780006
intransitive,āšōbīhēd,1,0.0002906131938390003
intransitive,uspurrīgīhistan,1,0.0002906131938390003
intransitive,niyābīhistan,1,0.0002906131938390003
intransitive,hamǰuxtīhistan,1,0.0002906131938390003
intransitive,ānābīhistan,1,0.0002906131938390003
intransitive,agārīhistan,1,0.0002906131938390003
intransitive,parwarīhistan,1,0.0002906131938390003
intransitive,rēzīhistan,1,0.0002906131938390003
intransitive,bēwidard,1,0.0002906131938390003
intransitive,pahikōftan,4,0.0011624527753560012
